,geo,text,user,location,created_at
138,,  Report #vaccine side effects here UK ⬇️,ProfMaskoff,United Kingdom,2021-02-28 23:00:32
139,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",SamAV23,"Birmingham, England",2021-02-28 23:00:23
140,,3RD VACCINE: A U.S. advisory panel has now endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a t… ,KENS5,"San Antonio, Texas",2021-02-28 23:00:01
141,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,13WREX,"Rockford, IL",2021-02-28 23:00:01
142,,"Getting an appointment for a COVID-19 vaccine has been elusive for many, leading some to go to drastic lengths to g… ",seacoastonline,"Portsmouth, NH",2021-02-28 23:00:01
143,,"Getting an appointment for a COVID-19 vaccine has been elusive for many, leading some to go to drastic lengths to g… ",bfp_news,"Burlington, Vermont",2021-02-28 23:00:01
144,,"After Toronto family physician Dr. Tali Bogler received her final dose of a COVID-19 vaccine in January, she felt a… ",CBCWindsor,"Windsor, Ontario",2021-02-28 23:00:01
145,,"Getting an appointment for a COVID-19 vaccine has been elusive for many, leading some to go to drastic lengths to g… ",capecodtimes,"Hyannis, Massachusetts",2021-02-28 23:00:01
146,,"'All the steps I can take, I'd be willing to' | NC teachers relieved to receive COVID-19 vaccine ",wcnc,"Charlotte, NC",2021-02-28 23:00:01
147,,43.7% are unknown and 41.7% are white ,wxyzdetroit,"Detroit, MI",2021-02-28 23:00:00
148,,  City sites continue to prioritize second doses and will offer only a limited number of first doses throughout the week.Vis…,MrRuffin_,South Central Los Angeles,2021-02-28 22:59:37
149,,"“...75,236,003 doses of COVID-19 vaccines had been administered in the country as of Sunday morning and had distrib… ",AaronMiri,"Austin, TX",2021-02-28 22:59:36
150,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,_screamip,"Flevoland, Nederland",2021-02-28 22:59:25
151,,FDA Authorizes J&amp;J COVID-19 Vaccine For Emergency Use : Coronavirus Updates ,Dayra_Beltre,"New York , New York",2021-02-28 22:59:25
152,,  Incorrect!  FEMA is vaccinating those (underserved) in certain zip codes.  It's the other… ,CymioApps,United States,2021-02-28 22:59:06
153,,"Vaccine Tracker visitors will easily find the latest on the vaccine rollout in Minnesota and North Dakota, where va… ",duluthnews,"Duluth, MN, US, 55802",2021-02-28 22:59:04
154,,City sites continue to prioritize second doses and will offer only a limited number of first doses throughout the w… ,MayorOfLA,"Los Angeles, CA",2021-02-28 22:59:04
155,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",JDAVIDGD,Venezuela,2021-02-28 22:58:45
156,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",lindaemitchell,"Tennessee, USA",2021-02-28 22:58:05
157,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",CountrySkills,"North Cornwall, UK.",2021-02-28 22:57:50
158,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",leetseyin,"London, England",2021-02-28 22:57:45
159,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",TheART_of_WAR,,2021-02-28 22:57:33
160,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",Julyon60,Dorset,2021-02-28 22:57:30
161,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,BarbaraCoppock6,,2021-02-28 22:57:22
162,, Mis-estimate caution followed by an AZ estimate. All I’m looking at are numbers. Booked numbers avail… ,sjkelly1,,2021-02-28 22:57:05
163,,Look at this news article from The Daily Caller: FDA Grants Emergency Approval To Single-Dose Johnson &amp;#038; Johnso… ,SharonShepshan,Canada,2021-02-28 22:57:04
164,,  Auckland Airport MPI staff 'fuming' after being left behind in vaccine rollout   …,kaikaibleu,Auckland,2021-02-28 22:56:30
165,,  A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bolster the…,joseph_rasch,"Johnson City, TN 37604",2021-02-28 22:56:24
166,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,PHE_EastMids,"East Midlands, UK",2021-02-28 22:56:05
167,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,news5wcyb,"Bristol, VA",2021-02-28 22:55:21
168,,"  ""In other words, any German who dies of COVID-19 because they didn’t get a vaccine on time can take solace in the knowledge…",saschakaupp,,2021-02-28 22:55:17
169,,"  More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data showed…",SaghiSemino,"Toronto, Ontario",2021-02-28 22:54:58
170,,"And yes variants/scariants. Yes, they MIGHT interrupt this virtuous circle of driving COVID-19 into the background.… ",cailinanne,,2021-02-28 22:54:23
171,,"  More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data showed…",aysi_en,,2021-02-28 22:53:57
172,,  JUST IN: A U.S. advisory panel has endorsed the new one-dose COVID-19 #vaccine from Johnson &amp; Johnson as a third option to bo…,sammitchh101,"Washington, D.C.",2021-02-28 22:53:50
173,,Covid-19 Vaccine Tracker Updates: The Latest - The New York Times ,gabizambranoMD,"Quito, Ecuador",2021-02-28 22:53:08
174,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,ABC7Amarillo,"Amarillo, Texas",2021-02-28 22:53:07
175,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",tgalarne,"Philadelphia, PA",2021-02-28 22:52:51
176,,A 56 year old in the coronavirus news. Go figure. ,WarrenKembel,,2021-02-28 22:52:30
177,,  A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to support the…,Thetraindude2,"Philadelphia, PA",2021-02-28 22:51:44
178,,"  Coronavirus vaccines were allegedly stolen and two children were wrongly administered shots in Shelby County, Tennessee, the state…",ArunThomas9847,"INDIA,KERALA,KOLLAM.UAE",2021-02-28 22:51:01
179,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",HelenGo62361880,,2021-02-28 22:50:14
180,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",barrack_hussein,,2021-02-28 22:50:10
181,,"Vaccine Tracker visitors will easily find the latest on the vaccine rollout in Minnesota and North Dakota, where va… ",pinejournal,"Minnesota, USA",2021-02-28 22:50:05
182,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,vannilamice,Somerset,2021-02-28 22:50:04
183,,WASHINGTON (AP) — A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a… ,AshleyKTVO,"Kirksville, Missouri",2021-02-28 22:49:57
184,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,moalice46,United States,2021-02-28 22:49:19
185,,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…",vannilamice,Somerset,2021-02-28 22:49:13
186,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",Crispy2602,,2021-02-28 22:49:07
187,,  The COVID-19 vaccines work by teaching your immune system how to defend itself against attack from the virus. Read more: https…,vannilamice,Somerset,2021-02-28 22:48:55
188,,"  A Bastrop County couple got the first dose of the COVID-19 vaccine six weeks ago from Austin Public Health, but now they’re afra…",He1FineArtist,United States,2021-02-28 22:48:40
189,,"  More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data showed…",manuelle06,Macondo,2021-02-28 22:48:25
190,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",techofficeio,Vancouver,2021-02-28 22:47:51
191,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,Atey0,,2021-02-28 22:47:45
192,,"  More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data showed…",SorayaCastroLL,Rep. Dominicana,2021-02-28 22:47:43
193,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,MonaSmitte,,2021-02-28 22:46:48
194,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to su… ,CBS21NEWS,"Harrisburg, Pennsylvania, USA",2021-02-28 22:46:27
195,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,WCCO,"Minneapolis, MN",2021-02-28 22:46:20
196,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,MaryBra10993926,,2021-02-28 22:45:45
197,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,dbaechtel,"Cleveland, Ohio USA",2021-02-28 22:45:22
198,,    No vaccines eh? This is from the official  GoC website link i… ,scottydoo42,Planet Earth,2021-02-28 22:45:15
199,,"More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data sho… ",Reuters_Health,,2021-02-28 22:45:07
200,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",kpmitton,"Rochester, Michigan, USA",2021-02-28 22:44:56
201,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",AshTFE,"Wimbledon, London",2021-02-28 22:44:51
202,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Ussignur_,,2021-02-28 22:44:27
203,,Advisers to the CDC voted overwhelmingly recommended J&amp;J's single-dose COVID-19 vaccine for adults 18 years old and… ,10TampaBay,"Tampa, Florida",2021-02-28 22:44:17
204,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,weartv,Pensacola/Fort Walton Beach,2021-02-28 22:43:53
205,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",Deiguzman18,,2021-02-28 22:43:33
206,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",chlobrownhill,,2021-02-28 22:43:07
207,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",mysampson,,2021-02-28 22:43:02
208,,covid-19 vaccine covid  biden trump johnson coronavirus no out black. covid-19 #vaccine #covid # #biden #trump… ,NewsyWords,,2021-02-28 22:43:00
209,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",JiyiNeyf,,2021-02-28 22:42:30
210,,"  COVID-19 vaccine: 20 million people have received coronavirus jab in UK, says Matt Hancock ",AinieHaziqah,Selangor,2021-02-28 22:42:25
211,,  JUST IN: A U.S. advisory panel has endorsed the new one-dose COVID-19 #vaccine from Johnson &amp; Johnson as a third option to bo…,MyDCANews,"Washington, DC",2021-02-28 22:42:17
212,,"""Australia's COVID-19 vaccine rollout already 50 per cent behind schedule"" | News""Australia's ambitious coronavir… ",ringsau,Australia,2021-02-28 22:42:07
213,,Live: Chris Hipkins hints that South Auckland may get the Covid-19 vaccine first ,NZStuff,New Zealand,2021-02-28 22:42:01
214,,"  India's coronavirus cases mysteriously fell. But with vaccines delayed, some fear the rise of COVID-19 variants by …",maxwalden_,Melbourne,2021-02-28 22:41:40
215,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,Vvoo75,,2021-02-28 22:41:16
216,,"  Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vaccine arr…",Channel7,Australia,2021-02-28 22:41:04
217,,"  As new cases rise, Fauci says easing restrictions 'is really risky'; Senate gets $1.9B stimulus package: Live coronaviru…",MaryFoley7,San Francisco CA,2021-02-28 22:40:37
218,,Covid-19 News: Johnson &amp; Johnson Plans to Test Its Vaccine on Infants ,RichardGEarl,"Nanaimo, BC",2021-02-28 22:40:14
219,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,1878Star,🌎,2021-02-28 22:40:12
220,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,ArmchairPoliti4,,2021-02-28 22:39:58
221,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",LewisBarber94,"Colchester, England",2021-02-28 22:39:43
222,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,fox11reno,"Reno, NV",2021-02-28 22:39:39
223,,"  Coronavirus vaccines were allegedly stolen and two children were wrongly administered shots in Shelby County, Tennessee, the state…",100noslen,LCSCA,2021-02-28 22:39:28
224,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",dan_munarriz,Worcestershire,2021-02-28 22:39:28
225,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,StacyMichelleB,"Mobile,  Alabama",2021-02-28 22:39:00
226,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Pilatesmama11,,2021-02-28 22:38:26
227,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,KRNV,"Reno, NV",2021-02-28 22:38:08
228,,  A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bolste…,TomEdmonds2,"Bakersfield,CA 93312",2021-02-28 22:37:57
229,,"  Coronavirus vaccines were allegedly stolen and two children were wrongly administered shots in Shelby County, Tennessee,…",MommyBest,"Rochester, NY",2021-02-28 22:37:46
230,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,ringwac,"Florida, USA",2021-02-28 22:37:43
231,,"  Are you currently shielding? If you’re an adult who has had an official shielding list letter, get booked in for your C…",NCANursing,"North West, England",2021-02-28 22:37:35
232,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,EusebiaAq,USA,2021-02-28 22:37:21
233,,"  If you are over 60, extremely vulnerable, or are a health/care worker and haven’t been contacted for a coronavirus vacc…",Lawlor224,,2021-02-28 22:37:17
234,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine ,blumes15,Maryland !! 💙,2021-02-28 22:37:16
