,text,sentiment,country,neg,neu,pos,compound
494,Kate Middleton and Prince William reveal stance on getting COVID-19 vaccine  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Venezuela,0.0,1.0,0.0,0.0
496,Kansas GOP continues to display how badly they'd handle the COVID-19 pandemic if they were left in charge. ,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4767}",USA,0.154,0.846,0.0,-0.4767
497,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
499,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
500,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,"{'neg': 0.06, 'neu': 0.833, 'pos': 0.106, 'compound': 0.25}",UK,0.06,0.833,0.106,0.25
502,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
503,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
505,Czech president Zeman reveals Prague has asked Putin to supply Sputnik V Covid-19 vaccine without EU drug watchdog… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nepal,0.0,1.0,0.0,0.0
506,"  🍊💪  will reopen online appointments for COVID-19 vaccinations at  with limited appt. availability Monday, Ma…","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",USA,0.11900000000000001,0.8809999999999999,0.0,-0.2263
507,  The number of people eligible for the vaccine currently has been expanded. Every adult who is registered on a GP learning d…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
510,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1027}",UK,0.0,0.935,0.065,0.1027
516,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,"{'neg': 0.06, 'neu': 0.833, 'pos': 0.106, 'compound': 0.25}",UK,0.06,0.833,0.106,0.25
518,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
519,  The Philippines has received its first batch of COVID-19 vaccine. It is among the last in Southeast Asia to secure the critical dos…,"{'neg': 0.089, 'neu': 0.817, 'pos': 0.093, 'compound': 0.0258}",USA,0.08900000000000001,0.8170000000000001,0.09300000000000001,0.0258
520,"Why Local News matters No. 3 Via  A politically-connected developer offered residents of two upscale, gat… ","{'neg': 0.144, 'neu': 0.784, 'pos': 0.072, 'compound': -0.2732}",USA,0.14400000000000002,0.784,0.07200000000000001,-0.2732
522, Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is ver… ,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",USA,0.0,0.851,0.149,0.4215
524,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",New Zealand,0.0,1.0,0.0,0.0
525, Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is… ,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",USA,0.0,0.843,0.157,0.4215
527,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
528,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
529,Johnson &amp; Johnson vaccine gets CDC thumbs-up; Fauci says easing restrictions is 'risky' as decline in cases stalls:… ,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.25}",USA,0.0,0.895,0.105,0.25
532,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
533,  Dr. Anthony Fauci did not mince words when it came to the recently authorized Johnson &amp; Johnson COVID-19 vaccine. http…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
534,  Volunteers in Maryland are helping secure COVID-19 vaccine appointments for people who live in the state or work there a…,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",USA,0.0,0.7959999999999999,0.204,0.5574
535,"""A single dose of Pfizer and BioNtech’s COVID-19 vaccine cuts the number of asymptomatic infections and could signi… ","{'neg': 0.113, 'neu': 0.821, 'pos': 0.067, 'compound': -0.2263}",USA,0.113,0.821,0.067,-0.2263
536,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",USA,0.0,0.909,0.091,0.25
538,  Goff: Aucklanders must get Covid vaccine first — city loses $30m a day in lockdown  …,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",New Zealand,0.161,0.8390000000000001,0.0,-0.3182
541,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1027}",Rio Grande,0.0,0.935,0.065,0.1027
542,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",South Korea,0.0,0.909,0.091,0.25
544,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,"{'neg': 0.115, 'neu': 0.796, 'pos': 0.088, 'compound': -0.1531}",USA,0.115,0.7959999999999999,0.08800000000000001,-0.1531
546,  A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bolst…,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.25}",Ghana,0.0,0.9,0.1,0.25
547,"  Have you had your COVID-19 vaccine?There is still a risk you could spread coronavirus, even after you have been vaccinated…","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.2732}",UK,0.10400000000000001,0.8959999999999999,0.0,-0.2732
548,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
550,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",Ghana,0.0,0.787,0.213,0.5574
554,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
555, 😪 LORD HELP,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",USA,0.0,0.27,0.73,0.4019
556,  JUST IN: The U.S. FDA has issued an Emergency Use Authorization for our single-dose #COVID19 vaccine. Learn more here:…,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",Belgium,0.126,0.8740000000000001,0.0,-0.3818
557," You’re trying to rewrite history: Trump is no longer president, the vaccines were developed largely… ","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",USA,0.136,0.8640000000000001,0.0,-0.29600000000000004
558,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
560,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
561,Goff: Aucklanders must get Covid vaccine first — city loses $30m a day in lockdown  ,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",New Zealand,0.161,0.8390000000000001,0.0,-0.3182
562,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",Israel,0.0,0.787,0.213,0.5574
563,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
564,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
566,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,"{'neg': 0.115, 'neu': 0.796, 'pos': 0.088, 'compound': -0.1531}",USA,0.115,0.7959999999999999,0.08800000000000001,-0.1531
567,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",New Zealand,0.0,1.0,0.0,0.0
569,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
570,"   3,862 vaccine does administered in 🔵 VIC ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
572,CVS got vaccine now. Score one for granny,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
573,  The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus. ,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8807}",UK,0.0,0.541,0.45899999999999996,0.8807
575,  The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus. ,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8807}",UK,0.0,0.541,0.45899999999999996,0.8807
576,CVS got vaccine now. Score one for granny,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
577,Japan likely to see increased COVID-19 vaccine supply in April: Kono: Japan is likely to see increased supply of co… ,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4939}",Japan,0.0,0.8109999999999999,0.18899999999999997,0.4939
578,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
579,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
580,CVS got vaccine now. Score one for granny,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
581,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices… ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
582,Gov. DeSantis expands COVID-19 vaccine eligibility for 'high-risk' people 65 and under  ,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.1027}",USA,0.0,0.887,0.113,0.1027
584,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
585,😷 Do I need a mask after getting vaccine? Your COVID-19 questions answered - Detroit Free Press 👉… ,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",USA,0.0,0.7979999999999999,0.20199999999999999,0.5106
588,CVS got vaccine now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
589,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.25}",USA,0.0,0.9,0.1,0.25
590,"Covid 19 coronavirus: Phil Goff says Aucklanders must get vaccine first, via  ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
591,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
592,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",USA,0.0,0.909,0.091,0.25
593,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.25}",USA,0.0,0.9,0.1,0.25
596,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",USA,0.0,0.909,0.091,0.25
597,  #Breaking: The FDA has authorized Johnson &amp; Johnson’s COVID-19 vaccine -- making it the third vaccine available for emergency use.…,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.3818}",USA,0.12,0.88,0.0,-0.3818
598,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
599,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,"{'neg': 0.06, 'neu': 0.833, 'pos': 0.106, 'compound': 0.25}",UK,0.06,0.833,0.106,0.25
601,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
602,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
603,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",USA,0.0,0.87,0.13,0.4019
604,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
605,  Volunteers in Maryland are helping secure COVID-19 vaccine appointments for people who live in the state or work there a…,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",USA,0.0,0.7959999999999999,0.204,0.5574
606,"  People who are aged 70 and over who have not yet had their #COVIDVaccine, and would like to, can now contact the NHS to…","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",UK,0.0,0.902,0.098,0.3612
607,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
608,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,"{'neg': 0.115, 'neu': 0.796, 'pos': 0.088, 'compound': -0.1531}",USA,0.115,0.7959999999999999,0.08800000000000001,-0.1531
609,"  Lying #POSer Lara Anton  of TX Dept State Health Services says no, ""they just aren't being allowed to get dos…","{'neg': 0.217, 'neu': 0.658, 'pos': 0.125, 'compound': -0.3328}",USA,0.217,0.6579999999999999,0.125,-0.3328
611,"&gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses awa… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
612,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",Zimbabwe,0.0,0.787,0.213,0.5574
613,Aha! 🦠🤦🏻‍♀️😒 see? Coronavirus infection leads to immunity that's comparable to a COVID-19 vaccine - Los Angeles Tim… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
614,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",USA,0.0,0.787,0.213,0.5574
616,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",New Zealand,0.0,1.0,0.0,0.0
617,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.25}",USA,0.0,0.9,0.1,0.25
619,  #Breaking: The FDA has authorized Johnson &amp; Johnson’s COVID-19 vaccine -- making it the third vaccine available for emergency use.…,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.3818}",USA,0.12,0.88,0.0,-0.3818
620,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",USA,0.0,0.909,0.091,0.25
